Wavenumber,Absorbance
1573.78875,0.05432
1571.73151,0.06364
1569.67427,0.07123
1567.61703,0.07679
1565.55979,0.08018
1563.50255,0.08167
1561.44531,0.08166
1559.38807,0.08042
1557.33083,0.07836
1555.27359,0.07605
1553.21635,0.07372
1551.15911,0.07131
1549.10187,0.06872
1547.04463,0.06599
1544.98739,0.06293
1542.93015,0.05915
1540.87291,0.05449
1538.81567,0.04949
1536.75842,0.04495
1534.70118,0.04089
1532.64394,0.03699
1530.5867,0.03323
1528.52946,0.0297
1526.47222,0.02646
1524.41498,0.02355
1522.35774,0.02097
1520.3005,0.01862
1518.24326,0.01645
1516.18602,0.01446
1514.12878,0.01263
1512.07154,0.01084
1510.0143,0.00895
1507.95706,0.00715
1505.89982,0.00582
1503.84258,0.00507
1501.78534,0.0046
1499.7281,0.00415
1497.67086,0.0037
1495.61362,0.00339
1493.55638,0.00337
1491.49914,0.00372
1489.4419,0.00447
1487.38466,0.00548
1485.32742,0.00647
1483.27018,0.00728
1481.21294,0.0081
1479.1557,0.00947
1477.09846,0.01208
1475.04122,0.01675
1472.98398,0.02386
1470.92674,0.0326
1468.8695,0.04099
1466.81226,0.04716
1464.75502,0.04995
1462.69778,0.04908
1460.64054,0.04526
1458.5833,0.0398
1456.52606,0.03424
1454.46882,0.02996
1452.41158,0.02745
1450.35434,0.0265
1448.2971,0.02666
1446.23986,0.02737
1444.18262,0.02809
1442.12538,0.02853
1440.06814,0.02868
1438.0109,0.02853
1435.95366,0.02791
1433.89642,0.02655
1431.83918,0.02436
1429.78193,0.0216
1427.72469,0.01875
1425.66745,0.01628
1423.61021,0.01437
1421.55297,0.01298
1419.49573,0.01191
1417.43849,0.0109
1415.38125,0.00979
1413.32401,0.00855
1411.26677,0.00731
1409.20953,0.0062
1407.15229,0.00535
1405.09505,0.00475
1403.03781,0.00432
1400.98057,0.00403
1398.92333,0.0039
1396.86609,0.004
1394.80885,0.00438
1392.75161,0.00504
1390.69437,0.00597
1388.63713,0.0072
1386.57989,0.00881
1384.52265,0.01085
1382.46541,0.01322
1380.40817,0.01577
1378.35093,0.01845
1376.29369,0.02132
1374.23645,0.02433
1372.17921,0.02715
1370.12197,0.02928
1368.06473,0.03033
1366.00749,0.03013
1363.95025,0.0288
1361.89301,0.02673
1359.83577,0.02443
1357.77853,0.02223
1355.72129,0.02012
1353.66405,0.0181
1351.60681,0.01632
1349.54957,0.01509
1347.49233,0.01449
1345.43509,0.01438
1343.37785,0.01445
1341.32061,0.01435
1339.26337,0.01381
1337.20613,0.01281
1335.14889,0.01159
1333.09165,0.01046
1331.03441,0.00963
1328.97717,0.00915
1326.91993,0.00895
1324.86269,0.00884
1322.80544,0.00868
1320.7482,0.00844
1318.69096,0.0082
1316.63372,0.00809
1314.57648,0.00819
1312.51924,0.00849
1310.462,0.00893
1308.40476,0.00947
1306.34752,0.01002
1304.29028,0.01055
1302.23304,0.01116
1300.1758,0.01197
1298.11856,0.01298
1296.06132,0.01415
1294.00408,0.01542
1291.94684,0.01669
1289.8896,0.01759
1287.83236,0.01763
1285.77512,0.01673
1283.71788,0.01547
1281.66064,0.0148
1279.6034,0.0153
1277.54616,0.01698
1275.48892,0.01935
1273.43168,0.02168
1271.37444,0.02329
1269.3172,0.02363
1267.25996,0.0226
1265.20272,0.0206
1263.14548,0.01841
1261.08824,0.01674
1259.031,0.01604
1256.97376,0.01648
1254.91652,0.01794
1252.85928,0.02002
1250.80204,0.02219
1248.7448,0.02414
1246.68756,0.02571
1244.63032,0.02658
1242.57308,0.02636
1240.51584,0.02493
1238.4586,0.02279
1236.40136,0.0206
1234.34412,0.01885
1232.28688,0.01772
1230.22964,0.01725
1228.1724,0.01741
1226.11516,0.01805
1224.05792,0.0188
1222.00068,0.01924
1219.94344,0.0191
1217.88619,0.01841
1215.82895,0.01744
1213.77171,0.01647
1211.71447,0.01562
1209.65723,0.01486
1207.59999,0.01411
1205.54275,0.01335
1203.48551,0.01273
1201.42827,0.01251
1199.37103,0.01296
1197.31379,0.01416
1195.25655,0.01564
1193.19931,0.01643
1191.14207,0.01594
1189.08483,0.01443
1187.02759,0.0127
1184.97035,0.01151
1182.91311,0.01108
1180.85587,0.011
1178.79863,0.01092
1176.74139,0.01093
1174.68415,0.01115
1172.62691,0.01139
1170.56967,0.01171
1168.51243,0.01255
1166.45519,0.01442
1164.39795,0.01747
1162.34071,0.02074
1160.28347,0.02244
1158.22623,0.02141
1156.16899,0.01815
1154.11175,0.01426
1152.05451,0.01112
1149.99727,0.00934
1147.94003,0.00872
1145.88279,0.00878
1143.82555,0.00935
1141.76831,0.01046
1139.71107,0.01204
1137.65383,0.01412
1135.59659,0.01695
1133.53935,0.0208
1131.48211,0.02584
1129.42487,0.03212
1127.36763,0.03954
1125.31039,0.04769
1123.25315,0.05574
1121.19591,0.06272
1119.13867,0.0682
1117.08143,0.07248
1115.02419,0.07598
1112.96695,0.07864
1110.9097,0.08012
1108.85246,0.08007
1106.79522,0.07816
1104.73798,0.07454
1102.68074,0.06994
1100.6235,0.06494
1098.56626,0.05971
1096.50902,0.05448
1094.45178,0.04961
1092.39454,0.04539
1090.3373,0.04163
1088.28006,0.0379
1086.22282,0.03423
1084.16558,0.03094
1082.10834,0.02793
1080.0511,0.02491
1077.99386,0.02207
1075.93662,0.0198
1073.87938,0.01824
1071.82214,0.01735
1069.7649,0.01698
1067.70766,0.01695
1065.65042,0.01693
1063.59318,0.01639
1061.53594,0.01503
1059.4787,0.01314
1057.42146,0.01138
1055.36422,0.01001
1053.30698,0.00871
1051.24974,0.00737
1049.1925,0.00648
1047.13526,0.00623
1045.07802,0.00621
1043.02078,0.00603
1040.96354,0.0056
1038.9063,0.00507
1036.84906,0.00475
1034.79182,0.00496
1032.73458,0.00565
1030.67734,0.00624
1028.6201,0.00621
1026.56286,0.0055
1024.50562,0.00444
1022.44838,0.00349
1020.39114,0.00301
1018.3339,0.00299
1016.27666,0.00325
1014.21942,0.00358
1012.16218,0.00366
1010.10494,0.00327
1008.0477,0.00265
1005.99045,0.00219
1003.93321,0.00211
1001.87597,0.00229
999.81873,0.00255
997.76149,0.00274
995.70425,0.00282
993.64701,0.00305
991.58977,0.00359
989.53253,0.00411
987.47529,0.00431
985.41805,0.00439
983.36081,0.00453
981.30357,0.00458
979.24633,0.00439
977.18909,0.00391
975.13185,0.00332
973.07461,0.00291
971.01737,0.00284
968.96013,0.00288
966.90289,0.00278
964.84565,0.00265
962.78841,0.00267
960.73117,0.00283
958.67393,0.00294
956.61669,0.00291
954.55945,0.00301
952.50221,0.0036
950.44497,0.00469
948.38773,0.0057
946.33049,0.00575
944.27325,0.00461
942.21601,0.0028
940.15877,0.00081
938.10153,-0.00095
936.04429,-0.00222
933.98705,-0.0032
931.92981,-0.00407
929.87257,-0.00473
927.81533,-0.00516
925.75809,-0.00553
923.70085,-0.0061
921.64361,-0.00675
919.58637,-0.0071
917.52913,-0.00707
915.47189,-0.007
913.41465,-0.00693
911.35741,-0.00669
909.30017,-0.00632
907.24293,-0.00602
905.18569,-0.0057
903.12845,-0.00541
901.07121,-0.00542
899.01396,-0.00589
896.95672,-0.00678
894.89948,-0.00762
892.84224,-0.00789
890.785,-0.00771
888.72776,-0.00739
886.67052,-0.00723
884.61328,-0.00741
882.55604,-0.00757
880.4988,-0.0073
878.44156,-0.00705
876.38432,-0.00731
874.32708,-0.00774
872.26984,-0.00792
870.2126,-0.0079
868.15536,-0.00769
866.09812,-0.00734
864.04088,-0.00724
861.98364,-0.0076
859.9264,-0.00829
857.86916,-0.00893
855.81192,-0.0089
853.75468,-0.00824
851.69744,-0.00768
849.6402,-0.00755
847.58296,-0.00767
845.52572,-0.00766
843.46848,-0.00727
841.41124,-0.00666
839.354,-0.00621
837.29676,-0.00617
835.23952,-0.00645
833.18228,-0.00672
831.12504,-0.00687
829.0678,-0.00681
827.01056,-0.00637
824.95332,-0.00575
822.89608,-0.00548
820.83884,-0.00557
818.7816,-0.0055
816.72436,-0.00533
814.66712,-0.00549
812.60988,-0.00578
810.55264,-0.00569
808.4954,-0.00495
806.43816,-0.00397
804.38092,-0.00342
802.32368,-0.00331
800.26644,-0.00331
798.2092,-0.00312
796.15196,-0.00261
794.09471,-0.00211
792.03747,-0.00213
789.98023,-0.00215
787.92299,-0.00137
785.86575,-0.00016
783.80851,0.00083
781.75127,0.00186
779.69403,0.00334
777.63679,0.00474
775.57955,0.00531
773.52231,0.00528
771.46507,0.00549
769.40783,0.00598
767.35059,0.00626
765.29335,0.00681
763.23611,0.00843
761.17887,0.01029
759.12163,0.01121
757.06439,0.01164
755.00715,0.01207
752.94991,0.0121
750.89267,0.01194
748.83543,0.01244
746.77819,0.01419
744.72095,0.01715
742.66371,0.02023
740.60647,0.02224
738.54923,0.02281
736.49199,0.02292
734.43475,0.0246
732.37751,0.02876
730.32027,0.03454
728.26303,0.04108
726.20579,0.04745
724.14855,0.05179
722.09131,0.05345
720.03407,0.05269
717.97683,0.05035
715.91959,0.04734
713.86235,0.04422
711.80511,0.04138
709.74787,0.03934
707.69063,0.03824
705.63339,0.03761
703.57615,0.03672
701.51891,0.03518
699.46167,0.03309
697.40443,0.03087
695.34719,0.02883
693.28995,0.02687
691.23271,0.02487
689.17547,0.02307
687.11822,0.02171
685.06098,0.02094
683.00374,0.02083
680.9465,0.02101
678.88926,0.02082
676.83202,0.02009
674.77478,0.01903
672.71754,0.01773
670.6603,0.01642
668.60306,0.01546
666.54582,0.01469
664.48858,0.0138
662.43134,0.01328
660.3741,0.0138
658.31686,0.01469
656.25962,0.01462
654.20238,0.01338
652.14514,0.01212
650.0879,0.01155
648.03066,0.01146
645.97342,0.01176
643.91618,0.01242
641.85894,0.01299
639.8017,0.0137
637.74446,0.0153
635.68722,0.01723
633.62998,0.01792
631.57274,0.01694
629.5155,0.01632
627.45826,0.01962
625.40102,0.02744
623.34378,0.03387
621.28654,0.03415
619.2293,0.02853
617.17206,0.02126
615.11482,0.01744
613.05758,0.01878
611.00034,0.02202
608.9431,0.02323
606.88586,0.02283
604.82862,0.02128
602.77138,0.01725
600.71414,0.01416
598.6569,0.01562
